20	8	4	8	9	4	8	9	10	9	0	0	0	1	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0
21	7	6	7	7	6	8	8	0	0	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
22	9	7	0	6	9	0	9	0	0	7	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
23	0	8	4	0	6	9	7	0	7	6	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
24	8	7	7	5	0	0	6	2	0	0	0	3	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	7	6	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	0	0	0	6	0	9	10	6	0	0	0	8	0	0	0	4	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0
27	7	8	9	5	5	7	6	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	10	5	7	6	4	0	10	8	0	3	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
29	6	8	5	7	7	0	0	9	0	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
30	6	8	4	0	7	6	0	4	0	5	4	4	7	0	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
31	0	5	0	5	7	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0
32	6	4	7	4	10	4	2	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
33	7	7	8	4	9	9	6	0	0	7	0	0	0	0	0	0	0	10	0	0	10	0	0	8	0	0	0	0	0	0	0	0
34	6	8	8	7	3	9	8	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	6	7	7	9	5	9	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	0	9	5	3	10	6	0	2	8	0	8	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
37	8	9	0	0	5	7	0	10	8	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
38	9	5	0	10	0	6	0	0	0	0	0	0	0	5	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	0
39	0	9	0	8	0	0	7	3	5	0	4	8	9	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
40	6	8	5	6	0	7	0	5	4	0	0	2	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0
41	9	6	10	7	7	9	7	9	0	0	8	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
42	0	4	6	3	0	8	3	8	8	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
43	4	8	7	8	6	0	0	0	0	5	0	0	0	5	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
44	8	0	8	0	10	3	0	0	0	0	0	5	0	0	7	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
45	9	8	0	0	6	5	8	7	4	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0
46	8	10	10	5	8	0	3	4	0	10	0	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
47	6	0	5	7	0	0	0	0	4	8	0	5	6	0	0	0	0	0	4	0	0	0	5	0	0	5	0	0	0	0	0	0
48	7	7	8	7	6	8	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	3	5	9	8	0	0	0	8	0	8	0	9	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0
50	8	8	0	6	7	6	0	0	3	6	9	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
51	10	6	0	6	5	10	6	0	10	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0
52	6	9	5	0	2	0	6	1	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
53	5	8	7	9	8	0	0	0	2	0	7	0	0	0	0	0	0	0	8	7	0	0	0	0	9	0	0	0	0	0	0	0
54	5	5	3	9	5	0	0	5	9	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0
55	3	7	4	6	0	0	7	0	0	8	0	8	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
56	7	9	8	10	10	6	10	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0
57	8	7	0	7	0	6	6	0	0	0	0	0	0	0	0	0	3	9	7	0	0	0	8	0	0	0	0	0	0	0	0	0
58	7	0	7	0	5	5	3	0	0	0	0	3	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
59	9	9	6	8	8	0	2	5	7	0	0	9	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	6	6	2	5	3	0	0	8	6	0	0	0	8	0	0	4	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0
61	7	8	5	10	4	0	7	0	0	0	5	9	0	0	0	5	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0
62	3	8	6	0	7	7	0	7	0	8	8	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
63	6	7	7	4	4	4	7	1	9	0	0	10	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64	7	6	7	7	5	9	6	0	6	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	6	9	5	1	6	5	5	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
66	0	0	8	9	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
67	5	4	4	5	0	0	9	8	7	0	0	0	9	0	0	4	0	0	0	0	0	8	0	0	0	0	0	0	9	0	0	0
68	8	5	8	7	0	5	6	0	8	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	8	0	6	0	0	8	0	10	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	7	8	0	7	0	7	5	4	7	9	10	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
71	6	8	0	0	0	8	7	6	0	9	0	9	0	0	0	0	0	0	5	10	0	8	0	0	0	0	0	0	0	0	0	0
72	7	0	0	0	6	7	0	6	0	0	5	0	9	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0
73	8	10	7	0	7	0	6	8	0	0	5	0	9	2	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
74	9	3	0	0	0	9	9	7	5	0	0	9	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
75	8	9	0	5	0	0	10	7	10	0	5	0	0	9	0	0	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	0
76	0	5	3	8	8	0	0	6	0	9	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	7	6	9	7	8	8	1	8	4	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	6	0	7	6	0	0	0	7	5	0	0	0	8	0	7	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
79	5	6	8	0	0	5	0	0	0	0	6	0	0	6	0	6	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	9	8	3	4	0	0	5	0	0	6	0	1	6	0	5	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0
81	7	5	9	8	0	7	3	7	0	0	0	0	3	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
82	6	6	4	6	0	6	8	3	9	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	6	4	7	6	0	0	7	10	6	0	4	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	6	8	6	5	6	10	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
85	0	5	5	0	9	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	4	0
86	6	0	0	0	8	6	6	7	8	7	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	6	7	4	5	6	5	8	0	6	0	0	0	10	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
88	6	7	5	8	6	5	0	0	0	4	6	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	6	7	9	8	10	7	5	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
90	10	8	0	7	6	6	9	9	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
91	6	0	9	7	0	0	0	0	7	0	0	0	0	5	0	6	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0
92	9	0	8	0	9	0	2	2	4	0	0	10	9	0	0	0	0	9	0	7	0	0	0	0	0	8	0	0	0	0	0	0
93	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	9	0	0	0	0	0	0	0	0
94	6	8	3	7	0	0	0	8	0	4	0	7	4	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
95	8	6	3	5	3	5	0	8	0	0	4	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	6	6	8	0	7	6	5	5	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	7	6	9	8	0	9	7	6	6	0	5	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	8	0	7	0	4	8	10	6	7	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	7	5	6	8	5	5	9	8	7	8	8	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	8	2	7	4	9	5	5	7	0	0	7	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	7	6	6	4	2	0	8	0	0	7	10	4	0	0	0	0	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0
102	8	5	6	9	9	7	6	0	7	0	0	0	0	0	0	5	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	9	6	6	7	4	7	10	8	6	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	7	6	5	5	5	7	0	6	10	0	0	8	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0
105	0	6	6	9	5	9	5	0	8	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	9	5	10	6	0	5	5	8	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	7	5	6	9	6	3	6	6	8	0	9	4	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	9	7	10	6	0	3	5	8	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	5	5	3	7	0	6	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
110	6	6	7	8	5	10	0	0	7	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	0	0	0	9	5	0	2	0	0	9	6	4	0	0	0	0	7	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0
112	6	0	8	6	9	7	0	9	7	0	0	0	8	7	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	0	7	4	4	7	3	9	5	8	0	0	9	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	9	6	0	5	0	1	0	0	0	8	0	0	0	0	0	6	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0
115	8	6	7	8	6	5	9	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
116	6	5	5	6	7	5	0	0	0	9	8	0	0	0	3	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0
117	6	7	0	8	6	0	0	7	5	0	10	0	6	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
118	6	4	0	9	9	5	4	0	7	0	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
119	5	0	3	0	4	0	7	9	0	0	10	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	5	7	9	9	7	9	6	7	0	0	0	6	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	10	6	10	0	9	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	8	0	0
122	6	7	8	0	0	3	8	0	0	7	8	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0
123	5	5	8	7	0	0	0	10	0	0	0	0	0	7	0	10	0	4	10	0	0	0	0	0	0	0	0	0	0	0	10	0
124	0	0	8	0	4	0	0	6	7	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	8	5	7	8	0	6	6	0	8	0	0	8	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
126	6	0	8	7	2	6	7	0	8	0	0	9	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
127	0	0	2	0	5	7	0	0	0	0	0	0	0	0	0	8	0	0	4	1	0	4	0	0	0	0	0	0	0	0	0	0
128	6	8	10	5	0	7	0	5	6	0	0	7	9	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	7	6	6	7	10	6	9	10	0	5	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	0	7	5	8	7	6	6	0	6	0	0	0	8	7	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0
131	4	0	5	9	0	0	6	0	0	9	7	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
132	10	0	0	6	0	5	2	1	6	0	0	1	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
133	8	6	9	0	6	9	0	0	8	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
134	7	0	8	0	0	0	0	0	0	0	0	6	6	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
135	5	8	9	7	8	7	0	4	0	7	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	1	0	9	0	0	0	4	10	0	0	0	0	0	0	3	0	5	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0
137	5	7	8	9	10	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
138	9	5	8	8	7	3	6	0	7	0	0	0	7	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0
139	0	0	1	6	5	3	0	0	0	0	1	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
140	6	6	9	7	9	0	9	7	9	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	8	0	9	0	7	4	0	0	0	0	0	0	0	3	0	0	0	5	5	0	0	0	0	6	0	0	0	0	0	0
142	5	0	9	0	0	8	0	0	0	9	8	0	9	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
143	4	7	0	5	0	9	0	8	0	7	0	0	0	0	0	9	0	0	0	0	0	9	4	0	6	0	0	0	0	0	0	0
144	1	8	0	0	9	0	8	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	6	0	0	5	0	0	0
145	5	5	9	10	4	7	4	0	0	0	7	0	5	0	0	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0
146	8	9	8	8	6	2	6	10	0	7	0	8	4	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
147	6	6	7	6	8	9	8	8	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	2	5	0	8	0	6	0	0	0	0	0	0	0	7	0	0	9	0	0	3	0	0	0	0	7	0	1	0	0	0	0	0
149	8	8	0	6	0	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	10	7	5	10	8	10	7	6	0	0	10	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	9	5	7	9	9	8	5	7	5	10	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
152	8	4	9	0	5	0	0	3	0	0	0	9	0	3	3	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0
153	9	6	8	5	0	0	0	6	0	0	0	0	8	10	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
154	7	6	8	8	8	9	5	6	9	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	4	5	8	7	0	3	0	0	0	0	0	8	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	7	0	0	0	8	7	0	0	8	0	0	6	7	6	0	6	0	0	0	8	0	0	9	0	0	0	0	0	0	0	0	0
157	6	5	7	4	6	6	7	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	5	0	0	9	0	8	0	4	0	0	6	0	0	5	9	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
159	6	5	8	5	6	7	8	7	7	0	8	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	6	9	7	6	0	8	0	5	0	7	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	7	6	5	9	6	6	0	9	9	0	0	1	9	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	7	4	8	5	7	6	5	5	0	0	5	0	6	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
163	9	7	10	0	0	9	8	4	0	0	0	8	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	7
164	6	0	7	9	9	0	0	0	0	0	5	5	9	4	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
165	4	0	6	3	0	9	0	0	4	1	0	0	7	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0
166	7	5	6	7	6	6	0	3	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	6	6	5	8	3	8	4	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	4	5	6	10	6	0	4	0	0	0	7	9	0	9	8	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	8	6	3	7	4	5	3	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	4	6	6	5	6	5	0	9	8	0	10	0	0	9	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171	5	8	9	0	10	6	7	7	3	5	8	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	5	10	6	8	6	9	6	0	7	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
173	8	9	8	5	6	0	7	3	0	0	9	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
174	7	0	7	0	0	0	0	10	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	4	4	6	10	0	0	5	4	0	0	5	0	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0
176	0	8	9	9	0	8	4	10	0	0	0	9	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0
177	9	6	0	0	0	0	10	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	10	0	9	0	0	0	0	0	0
178	0	6	8	10	8	0	0	9	8	5	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
179	7	4	0	3	7	8	0	5	0	7	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
180	8	10	8	8	3	3	10	9	5	10	9	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	0	5	7	6	0	0	5	0	0	0	0	8	0	0	0	9	8	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0
182	7	8	4	8	7	9	0	0	7	0	0	0	0	0	6	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0
183	7	8	6	6	3	4	5	4	0	7	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	7	7	5	9	7	7	9	0	8	7	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	7	7	6	5	2	7	6	3	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	9	7	6	6	0	0	6	9	0	0	8	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
187	7	5	5	0	9	10	0	9	0	1	7	0	8	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
188	5	8	1	0	7	7	6	0	0	8	0	0	8	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	7	0	0	0
189	5	8	8	7	5	0	0	0	0	0	0	4	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0
190	7	8	5	0	7	0	5	0	0	10	0	7	8	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	5	6	4	8	5	0	0	0	0	0	0	0	7	0	5	0	0	3	8	0	0	0	0	0	8	0	0	0	0	0	0	0
192	0	0	7	8	9	6	8	0	6	0	6	0	0	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	8	8	3	5	5	0	0	6	0	8	9	0	10	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	8	7	6	8	5	7	0	0	4	8	0	9	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	7	7	7	5	9	6	8	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
196	0	6	7	0	0	7	0	0	0	0	0	6	0	0	4	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0
197	7	0	8	0	6	5	8	10	9	7	0	9	0	0	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
198	6	5	6	6	6	0	0	9	0	7	10	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
199	9	0	4	6	8	7	1	0	0	0	1	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0
200	6	10	7	7	4	8	0	4	0	5	5	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
201	4	8	7	6	7	7	7	7	0	0	7	8	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
202	8	0	6	0	8	7	9	0	5	0	4	9	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
203	7	4	7	3	0	0	7	8	9	6	0	5	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
204	8	9	7	7	7	0	4	6	2	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	8	7	5	7	7	9	0	9	6	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
206	8	6	0	7	6	7	0	0	8	0	0	0	0	0	8	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0
207	7	6	8	7	2	6	7	4	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
208	7	8	7	7	5	7	0	7	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
209	9	8	8	9	4	0	5	10	0	5	0	0	5	6	0	5	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
210	8	5	6	8	9	8	6	8	7	0	4	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
211	7	7	7	0	8	6	0	3	0	6	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	6	5	6	5	6	10	8	10	0	0	7	0	9	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
